CAT|CATEGORIA|DIV|DIVISION|GRP|GRUPO|CLA|CLASE|SCL|SUBCLASE|SECTOR
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|513|VENTA AL POR MAYOR DE ENSERES DOMESTICOS|5133|VENTA AL POR MAYOR DE APARATOS, ARTICULOS Y EQUIPOS DE USO DOMESTICO|51335|VENTA AL POR MAYOR DE INSTRUMENTOS MUSICALES|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|513|VENTA AL POR MAYOR DE ENSERES DOMESTICOS|5133|VENTA AL POR MAYOR DE APARATOS, ARTICULOS Y EQUIPOS DE USO DOMESTICO|51336|VENTA AL POR MAYOR DE EQUIPOS DE SONIDO, CASETES DE AUDIO Y VIDEO Y DISCOS|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|513|VENTA AL POR MAYOR DE ENSERES DOMESTICOS|5133|VENTA AL POR MAYOR DE APARATOS, ARTICULOS Y EQUIPOS DE USO DOMESTICO|51339|VENTA AL POR MAYOR DE ARTICULOS PARA EL HOGAR NCP|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|513|VENTA AL POR MAYOR DE ENSERES DOMESTICOS|5134|VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS, VETERINARIOS, COSMETICOS Y DE PERFUMERIA, INSTRUMENTAL MEDICO, ODONTOLOGICO Y ARTICULOS ORTOPEDICOS|51341|VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|513|VENTA AL POR MAYOR DE ENSERES DOMESTICOS|5134|VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS, VETERINARIOS, COSMETICOS Y DE PERFUMERIA, INSTRUMENTAL MEDICO, ODONTOLOGICO Y ARTICULOS ORTOPEDICOS|51342|VENTA AL POR MAYOR DE PRODUCTOS DE PERFUMERIA Y DE BELLEZA|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|513|VENTA AL POR MAYOR DE ENSERES DOMESTICOS|5134|VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS, VETERINARIOS, COSMETICOS Y DE PERFUMERIA, INSTRUMENTAL MEDICO, ODONTOLOGICO Y ARTICULOS ORTOPEDICOS|51343|VENTA AL POR MAYOR DE INSTRUMENTAL MEDICO Y ODONTOLOGICO, Y OTROS ARTICULOS ORTOPEDICOS|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|513|VENTA AL POR MAYOR DE ENSERES DOMESTICOS|5134|VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS, VETERINARIOS, COSMETICOS Y DE PERFUMERIA, INSTRUMENTAL MEDICO, ODONTOLOGICO Y ARTICULOS ORTOPEDICOS|51344|VENTA AL POR MAYOR DE PRODUCTOS VETERINARIOS|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|513|VENTA AL POR MAYOR DE ENSERES DOMESTICOS|5135|VENTA AL POR MAYOR DE ARTICULOS DE OPTICA, FOTOGRAFIA, RELOJERIA, JOYERIA Y FANTASIAS|51351|VENTA AL POR MAYOR DE ARTICULOS DE OPTICA|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|513|VENTA AL POR MAYOR DE ENSERES DOMESTICOS|5135|VENTA AL POR MAYOR DE ARTICULOS DE OPTICA, FOTOGRAFIA, RELOJERIA, JOYERIA Y FANTASIAS|51352|VENTA AL POR MAYOR DE ARTICULOS DE FOTOGRAFIA|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|513|VENTA AL POR MAYOR DE ENSERES DOMESTICOS|5135|VENTA AL POR MAYOR DE ARTICULOS DE OPTICA, FOTOGRAFIA, RELOJERIA, JOYERIA Y FANTASIAS|51353|VENTA AL POR MAYOR DE ARTICULOS DE RELOJERIA|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|513|VENTA AL POR MAYOR DE ENSERES DOMESTICOS|5135|VENTA AL POR MAYOR DE ARTICULOS DE OPTICA, FOTOGRAFIA, RELOJERIA, JOYERIA Y FANTASIAS|51354|VENTA AL POR MAYOR DE ARTICULOS DE JOYERIA Y FANTASIAS|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|513|VENTA AL POR MAYOR DE ENSERES DOMESTICOS|5139|VENTA AL POR MAYOR DE OTROS ENSERES DOMESTICOS|51391|VENTA AL POR MAYOR DE MATERIALES Y PRODUCTOS DE LIMPIEZA|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|513|VENTA AL POR MAYOR DE ENSERES DOMESTICOS|5139|VENTA AL POR MAYOR DE OTROS ENSERES DOMESTICOS|51392|VENTA AL POR MAYOR DE JUGUETES Y ARTICULOS DE COTILLON|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|513|VENTA AL POR MAYOR DE ENSERES DOMESTICOS|5139|VENTA AL POR MAYOR DE OTROS ENSERES DOMESTICOS|51393|VENTA AL POR MAYOR DE ARTICULOS DE ESPARCIMIENTO Y DEPORTES|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|513|VENTA AL POR MAYOR DE ENSERES DOMESTICOS|5139|VENTA AL POR MAYOR DE OTROS ENSERES DOMESTICOS|51394|VENTA AL POR MAYOR DE BICICLETAS Y RODADOS SIMILARES|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|513|VENTA AL POR MAYOR DE ENSERES DOMESTICOS|5139|VENTA AL POR MAYOR DE OTROS ENSERES DOMESTICOS|51395|VENTA AL POR MAYOR DE PAPELES PARA PARED, REVESTIMIENTOS Y ALFOMBRAS PARA PISOS, Y ARTICULOS SIMILARES PARA LA DECORACI|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|513|VENTA AL POR MAYOR DE ENSERES DOMESTICOS|5139|VENTA AL POR MAYOR DE OTROS ENSERES DOMESTICOS|51396|VENTA AL POR MAYOR DE ARTICULOS ARTESANALES|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|513|VENTA AL POR MAYOR DE ENSERES DOMESTICOS|5139|VENTA AL POR MAYOR DE OTROS ENSERES DOMESTICOS|51399|VENTA AL POR MAYOR DE ARTICULOS DE USO DOMESTICO Y/O PERSONAL NCP|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|514|VENTA AL POR MAYOR DE PRODUCTOS INTERMEDIOS, DESPERDICIOS Y DESECHOS NO AGROPECUARIOS|5141|VENTA AL POR MAYOR DE COMBUSTIBLES SOLIDOS, LIQUIDOS Y GASEOSOS, Y DE PRODUCTOS CONEXOS|51411|VENTA AL POR MAYOR DE COMBUSTIBLES Y LUBRICANTES PARA AUTOMOTORES|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|514|VENTA AL POR MAYOR DE PRODUCTOS INTERMEDIOS, DESPERDICIOS Y DESECHOS NO AGROPECUARIOS|5141|VENTA AL POR MAYOR DE COMBUSTIBLES SOLIDOS, LIQUIDOS Y GASEOSOS, Y DE PRODUCTOS CONEXOS|51412|VENTA AL POR MAYOR DE COMBUSTIBLES Y LUBRICANTES EXCEPTO PARA AUTOMOTORES: GAS EN GARRAFAS, LEÒA Y CARBON|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|514|VENTA AL POR MAYOR DE PRODUCTOS INTERMEDIOS, DESPERDICIOS Y DESECHOS NO AGROPECUARIOS|5142|VENTA AL POR MAYOR DE METALES Y MINERALES METALIFEROS|51420|VENTA AL POR MAYOR DE METALES Y MINERALES METALIFEROS|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|514|VENTA AL POR MAYOR DE PRODUCTOS INTERMEDIOS, DESPERDICIOS Y DESECHOS NO AGROPECUARIOS|5143|VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION Y PRODUCTOS DE VIDRIO|51431|VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|514|VENTA AL POR MAYOR DE PRODUCTOS INTERMEDIOS, DESPERDICIOS Y DESECHOS NO AGROPECUARIOS|5143|VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION Y PRODUCTOS DE VIDRIO|51432|VENTA AL POR MAYOR DE MADERA SIN DESBASTAR Y PRODUCTOS PRIMARIOS|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|514|VENTA AL POR MAYOR DE PRODUCTOS INTERMEDIOS, DESPERDICIOS Y DESECHOS NO AGROPECUARIOS|5143|VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION Y PRODUCTOS DE VIDRIO|51433|VENTA AL POR MAYOR DE ARTICULOS DE FERRETERIA, FONTANERIA Y CALEFACCION|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|514|VENTA AL POR MAYOR DE PRODUCTOS INTERMEDIOS, DESPERDICIOS Y DESECHOS NO AGROPECUARIOS|5143|VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION Y PRODUCTOS DE VIDRIO|51434|VENTA AL POR MAYOR DE PINTURA Y PRODUCTOS CONEXOS|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|514|VENTA AL POR MAYOR DE PRODUCTOS INTERMEDIOS, DESPERDICIOS Y DESECHOS NO AGROPECUARIOS|5143|VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION Y PRODUCTOS DE VIDRIO|51435|VENTA AL POR MAYOR DE CRISTALES, ESPEJOS Y MAMPARAS|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|514|VENTA AL POR MAYOR DE PRODUCTOS INTERMEDIOS, DESPERDICIOS Y DESECHOS NO AGROPECUARIOS|5149|VENTA AL POR MAYOR DE OTROS PRODUCTOS INTERMEDIOS, DESPERDICIOS Y DESECHOS|51491|VENTA AL POR MAYOR DE PRODUCTOS QUIMICOS|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|514|VENTA AL POR MAYOR DE PRODUCTOS INTERMEDIOS, DESPERDICIOS Y DESECHOS NO AGROPECUARIOS|5149|VENTA AL POR MAYOR DE OTROS PRODUCTOS INTERMEDIOS, DESPERDICIOS Y DESECHOS|51492|VENTA AL POR MAYOR DE DESPERDICIOS Y DESECHOS METALICOS|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|514|VENTA AL POR MAYOR DE PRODUCTOS INTERMEDIOS, DESPERDICIOS Y DESECHOS NO AGROPECUARIOS|5149|VENTA AL POR MAYOR DE OTROS PRODUCTOS INTERMEDIOS, DESPERDICIOS Y DESECHOS|51493|VENTA AL POR MAYOR DE DESPERDICIOS Y DESECHOS NO METALICOS|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|514|VENTA AL POR MAYOR DE PRODUCTOS INTERMEDIOS, DESPERDICIOS Y DESECHOS NO AGROPECUARIOS|5149|VENTA AL POR MAYOR DE OTROS PRODUCTOS INTERMEDIOS, DESPERDICIOS Y DESECHOS|51499|VENTA AL POR MAYOR DE OTROS PRODUCTOS INTERMEDIOS NCP|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|515|VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES|5150|VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES|51501|VENTA AL POR MAYOR DE MAQUINAS, EQUIPOS E IMPLEMENTOS DE USO  AGROPECUARIO|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|515|VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES|5150|VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES|51502|VENTA AL POR MAYOR DE MAQUINAS, EQUIPOS E IMPLEMENTOS DE USO EN LA MINERIA.|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|515|VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES|5150|VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES|51503|VENTA AL POR MAYOR DE MAQUINAS, EQUIPOS E IMPLEMENTOS DE USO EN LA INDUSTRIA MANUFACTURERA.|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|515|VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES|5150|VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES|51504|VENTA AL POR MAYOR DE MAQUINAS Y EQUIPOS DE CONSTRUCCION E INGENIERIA CIVIL.|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|515|VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES|5150|VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES|51505|VENTA AL POR MAYOR DE MAQUINAS, EQUIPOS E IMPLEMENTOS DE USO MEDICO Y PARAMEDICO.|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|515|VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES|5150|VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES|51506|VENTA AL POR MAYOR DE EQUIPOS INFORMATICOS Y MAQUINAS ELECTRONICAS DE ESCRIBIR Y CALCULAR.|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|515|VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES|5150|VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES|51507|VENTA AL POR MAYOR DE MAQUINAS Y EQUIPOS DE COMUNICACIONES, CONTROL Y SEGURIDAD.|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|515|VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES|5150|VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES|51509|VENTA AL POR MAYOR DE MAQUINAS, EQUIPOS E IMPLEMENTOS DE USO ESPECIAL NCP|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|51|COMERCIO AL POR MAYOR Y EN COMISION, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|519|VENTA AL POR MAYOR DE OTROS PRODUCTOS|5190|VENTA AL POR MAYOR DE OTROS PRODUCTOS|51900|VENTA AL POR MAYOR DE OTROS PRODUCTOS.|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|52|COMERCIO AL POR MENOR, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS; REPARACION DE EFECTOS PERSONALES Y ENSERES DOMESTICOS|521|COMERCIO AL POR MENOR NO ESPECIALIZADO EN ALMACENES|5211|VENTA AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO Y PREDOMINIO DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO Y UNA VARIEDAD DE OTROS ARTIICULOS. COMPRENDE LA VENTA REALIZADA|52111|VENTA AL POR MENOR EN SUPERMERCADOS CON SURTIDO COMPUESTO Y PREDOMINIO DE PRODUCTOS ALIMENTICIOS Y BEBIDAS.|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|52|COMERCIO AL POR MENOR, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS; REPARACION DE EFECTOS PERSONALES Y ENSERES DOMESTICOS|521|COMERCIO AL POR MENOR NO ESPECIALIZADO EN ALMACENES|5211|VENTA AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO Y PREDOMINIO DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO Y UNA VARIEDAD DE OTROS ARTIICULOS. COMPRENDE LA VENTA REALIZADA|52112|VENTA AL POR MENOR EN ALMACENES CON SURTIDO COMPUESTO Y PREDOMINIO DE PRODUCTOS ALIMENTICIOS Y BEBIDAS.|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|52|COMERCIO AL POR MENOR, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS; REPARACION DE EFECTOS PERSONALES Y ENSERES DOMESTICOS|521|COMERCIO AL POR MENOR NO ESPECIALIZADO EN ALMACENES|5211|VENTA AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO Y PREDOMINIO DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO Y UNA VARIEDAD DE OTROS ARTIICULOS. COMPRENDE LA VENTA REALIZADA|52113|VENTA AL POR MENOR EN TIENDAS DE BARRIO  CON SURTIDO COMPUESTO Y PREDOMINIO DE PRODUCTOS ALIMENTICIOS Y BEBIDAS.|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|52|COMERCIO AL POR MENOR, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS; REPARACION DE EFECTOS PERSONALES Y ENSERES DOMESTICOS|521|COMERCIO AL POR MENOR NO ESPECIALIZADO EN ALMACENES|5219|VENTA AL POR MENOR DE OTROS PRODUCTOS EN ALMACENES NO ESPECIALIZADOS|52190|VENTA AL POR MENOR DE OTROS PRODUCTOS EN ALMACENES NO ESPECIALIZADOS|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|52|COMERCIO AL POR MENOR, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS; REPARACION DE EFECTOS PERSONALES Y ENSERES DOMESTICOS|522|VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN ALMACENES ESPECIALIZADOS|5220|VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN ALMACENES ESPECIALIZADOS|52201|VENTA AL POR MENOR Y EMPAQUE DE FRUTAS, LEGUMBRES Y HORTALIZAS FRESCAS.|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|52|COMERCIO AL POR MENOR, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS; REPARACION DE EFECTOS PERSONALES Y ENSERES DOMESTICOS|522|VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN ALMACENES ESPECIALIZADOS|5220|VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN ALMACENES ESPECIALIZADOS|52202|VENTA AL POR MENOR DE PRODUCTOS LACTEOS|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|52|COMERCIO AL POR MENOR, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS; REPARACION DE EFECTOS PERSONALES Y ENSERES DOMESTICOS|522|VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN ALMACENES ESPECIALIZADOS|5220|VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN ALMACENES ESPECIALIZADOS|52203|VENTA AL POR MENOR DE HUEVOS, ACEITES Y GRASAS COMESTIBLES.|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|52|COMERCIO AL POR MENOR, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS; REPARACION DE EFECTOS PERSONALES Y ENSERES DOMESTICOS|522|VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN ALMACENES ESPECIALIZADOS|5220|VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN ALMACENES ESPECIALIZADOS|52204|VENTA AL POR MENOR DE CARNES ROJAS, MENUDENCIAS; PRODUCTOS DE GRANJA Y EMBUTIDOS.|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|52|COMERCIO AL POR MENOR, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS; REPARACION DE EFECTOS PERSONALES Y ENSERES DOMESTICOS|522|VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN ALMACENES ESPECIALIZADOS|5220|VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN ALMACENES ESPECIALIZADOS|52205|VENTA AL POR MENOR DE PAN, PRODUCTOS DE CONFITERIA, PASTAS FRESCAS.|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|52|COMERCIO AL POR MENOR, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS; REPARACION DE EFECTOS PERSONALES Y ENSERES DOMESTICOS|522|VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN ALMACENES ESPECIALIZADOS|5220|VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN ALMACENES ESPECIALIZADOS|52206|VENTA AL POR MENOR DE CAFE, TE, CACAO Y ESPECIAS.|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|52|COMERCIO AL POR MENOR, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS; REPARACION DE EFECTOS PERSONALES Y ENSERES DOMESTICOS|522|VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN ALMACENES ESPECIALIZADOS|5220|VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN ALMACENES ESPECIALIZADOS|52207|VENTA AL POR MENOR DE BEBIDAS, CIGARRILLOS Y  TABACO.|COMERCIO
H|VENTA AL POR MAYOR Y MENOR|52|COMERCIO AL POR MENOR, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS; REPARACION DE EFECTOS PERSONALES Y ENSERES DOMESTICOS|522|VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN ALMACENES ESPECIALIZADOS|5220|VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN ALMACENES ESPECIALIZADOS|52208|VENTA AL POR MENOR DE AZUCAR, DULCES, CHOCOLATES, GOLOSINAS Y OTROS, EXCEPTO CIGARRILLOS.|COMERCIO
